transaction_number,name,type,quantity
1037,GameStart,buy,8
1038,SwordCo,buy,1
1039,PotionCo,sell,9
1040,PotionCo,buy,1
1041,HelmetCo,sell,9
1042,ShieldCo,buy,6
1043,SwordCo,buy,10
1044,MenhirCo,buy,6
1045,HelmetCo,sell,4
1046,SwordCo,sell,9
1047,MenhirCo,buy,10
1048,BoarCo,sell,2
1049,MenhirCo,buy,3
1050,BoarCo,buy,8
1051,PotionCo,buy,2
1052,GameStart,sell,2
1053,PotionCo,buy,9
1054,ArrowCo,sell,8
1055,BowCo,sell,4
1056,MenhirCo,sell,3
1057,BowCo,buy,9
1058,BoarCo,buy,9
1059,HelmetCo,sell,7
1060,HelmetCo,sell,8
1061,BoarCo,buy,3
1062,MenhirCo,buy,4
1063,RottenFishCo,sell,6
1064,ArrowCo,sell,6
1065,PotionCo,buy,8
1066,GameStart,sell,8
1067,BowCo,sell,9
1068,ArrowCo,buy,4
1069,HelmetCo,sell,1
1070,ShieldCo,sell,1
1071,PotionCo,sell,6
1072,RottenFishCo,sell,9
1073,BoarCo,buy,3
1074,ArrowCo,sell,4
1075,GameStart,sell,3
1076,RottenFishCo,buy,4
1077,HelmetCo,buy,1
1078,BoarCo,sell,4
1079,BowCo,buy,1
1080,ShieldCo,sell,1
1081,SwordCo,buy,7
1082,SwordCo,buy,3
1083,ArrowCo,sell,10
1084,BowCo,buy,6
1085,MenhirCo,sell,1
1086,BoarCo,buy,7
1087,GameStart,sell,5
1088,HelmetCo,sell,7
1089,BoarCo,buy,1
1090,ArrowCo,sell,2
1091,PotionCo,buy,7
1092,ArrowCo,buy,10
1093,BoarCo,sell,3
1094,PotionCo,buy,9
1095,PotionCo,sell,1
1096,MenhirCo,buy,7
1097,HelmetCo,sell,5
1098,BoarCo,buy,2
1099,GameStart,sell,5
1100,ArrowCo,sell,5
1101,BoarCo,buy,2
1102,ShieldCo,buy,3
1103,BoarCo,buy,7
1104,RottenFishCo,sell,5
1105,MenhirCo,sell,3
1106,BowCo,sell,4
1107,RottenFishCo,sell,5
1108,BoarCo,buy,7
1109,PotionCo,buy,6
1110,GameStart,sell,7
1111,ArrowCo,sell,7
1112,HelmetCo,buy,2
1113,BoarCo,buy,6
1114,BoarCo,buy,9
1115,RottenFishCo,sell,6
1116,GameStart,buy,2
1117,RottenFishCo,buy,4
1118,BowCo,sell,5
1119,SwordCo,buy,4
1120,RottenFishCo,sell,5
1121,HelmetCo,buy,10
1122,SwordCo,buy,2
1123,GameStart,sell,9
1124,SwordCo,buy,3
1125,RottenFishCo,sell,2
1126,RottenFishCo,sell,3
1127,HelmetCo,buy,6
1128,MenhirCo,buy,5
1129,PotionCo,buy,1
1130,MenhirCo,buy,2
1131,PotionCo,buy,6
1132,BoarCo,buy,8
1133,ShieldCo,buy,5
1134,MenhirCo,buy,4
1135,HelmetCo,sell,2
1136,GameStart,sell,5
1137,RottenFishCo,sell,2
1138,PotionCo,sell,10
1139,HelmetCo,buy,8
1140,RottenFishCo,buy,3
1141,GameStart,sell,1
1142,BowCo,buy,1
1143,SwordCo,buy,3
1144,RottenFishCo,buy,10
1145,BowCo,sell,4
1146,RottenFishCo,sell,9
1147,PotionCo,sell,2
1148,HelmetCo,sell,3
1149,SwordCo,buy,4
1150,RottenFishCo,buy,4
1151,GameStart,sell,2
1152,MenhirCo,buy,3
1153,GameStart,sell,8
1154,PotionCo,buy,5
1155,ArrowCo,sell,5
1156,BowCo,buy,4
1157,BoarCo,sell,6
1158,ArrowCo,sell,9
1159,PotionCo,sell,3
1160,GameStart,buy,7
1161,BoarCo,sell,6
1162,HelmetCo,buy,7
1163,BoarCo,buy,2
1164,RottenFishCo,buy,2
1165,ShieldCo,buy,7
1166,RottenFishCo,buy,6
1167,BowCo,sell,5
1168,BoarCo,buy,9
1169,SwordCo,sell,10
1170,BoarCo,buy,1
1171,BoarCo,buy,2
1172,GameStart,sell,5
1173,ShieldCo,buy,2
1174,HelmetCo,sell,3
1175,SwordCo,sell,4
1176,BowCo,sell,2
1177,RottenFishCo,buy,6
1178,BowCo,buy,7
1179,PotionCo,sell,1
1180,HelmetCo,sell,2
1181,PotionCo,sell,5
1182,BowCo,sell,8
1183,PotionCo,buy,1
1184,ShieldCo,buy,7
1185,ShieldCo,sell,8
1186,HelmetCo,buy,6
1187,PotionCo,sell,10
1188,BowCo,buy,7
1189,PotionCo,buy,10
1190,GameStart,sell,4
1191,SwordCo,buy,7
1192,HelmetCo,buy,6
1193,GameStart,sell,6
1194,ShieldCo,sell,9
1195,BoarCo,buy,7
1196,SwordCo,buy,5
1197,BowCo,sell,6
1198,ShieldCo,buy,6
1199,HelmetCo,buy,9
1200,RottenFishCo,sell,6
1201,BoarCo,buy,5
1202,ArrowCo,sell,3
1203,BowCo,sell,1
1204,BowCo,sell,5
1205,BoarCo,sell,3
1206,RottenFishCo,buy,2
1207,HelmetCo,buy,10
1208,SwordCo,sell,3
1209,BowCo,buy,4
1210,ArrowCo,buy,3
1211,ShieldCo,buy,5
1212,HelmetCo,sell,9
1213,ShieldCo,buy,3
1214,SwordCo,buy,10
1215,PotionCo,buy,8
1216,BoarCo,sell,7
1217,GameStart,sell,8
1218,RottenFishCo,buy,1
1219,GameStart,sell,1
1220,HelmetCo,buy,4
1221,RottenFishCo,buy,8
1222,RottenFishCo,buy,2
1223,ShieldCo,buy,2
1224,BowCo,buy,6
1225,BowCo,sell,8
1226,PotionCo,buy,9
1227,BowCo,buy,2
1228,HelmetCo,buy,2
1229,ArrowCo,buy,6
1230,RottenFishCo,buy,8
1231,RottenFishCo,buy,10
1232,SwordCo,buy,1
1233,ArrowCo,sell,6
1234,BowCo,buy,1
1235,SwordCo,buy,8
1236,HelmetCo,sell,7
1237,HelmetCo,buy,10
1238,HelmetCo,buy,5
1239,BowCo,buy,5
1240,SwordCo,buy,3
1241,ArrowCo,sell,2
1242,HelmetCo,buy,3
1243,BoarCo,sell,10
1244,ArrowCo,sell,7
1245,SwordCo,sell,10
1246,RottenFishCo,sell,10
1247,BoarCo,sell,10
1248,GameStart,sell,6
1249,SwordCo,sell,5
1250,GameStart,buy,4
1251,GameStart,sell,3
1252,ArrowCo,sell,5
1253,GameStart,buy,3
1254,ShieldCo,sell,10
1255,HelmetCo,sell,4
1256,ShieldCo,buy,8
1257,HelmetCo,sell,10
1258,HelmetCo,buy,5
1259,ShieldCo,buy,1
1260,ArrowCo,buy,10
1261,HelmetCo,buy,3
1262,HelmetCo,buy,4
1263,PotionCo,buy,1
1264,ArrowCo,sell,1
1265,PotionCo,buy,9
1266,RottenFishCo,sell,1
1267,ArrowCo,buy,6
1268,ShieldCo,sell,4
1269,HelmetCo,sell,8
1270,GameStart,buy,5
1271,SwordCo,buy,10
1272,SwordCo,buy,6
1273,HelmetCo,sell,8
1274,ArrowCo,buy,7
1275,HelmetCo,buy,10
1276,HelmetCo,sell,4
1277,ShieldCo,sell,4
1278,RottenFishCo,sell,3
1279,ShieldCo,sell,8
1280,SwordCo,buy,5
1281,PotionCo,buy,9
1282,GameStart,buy,5
1283,GameStart,sell,6
1284,BowCo,buy,7
1285,ArrowCo,sell,4
1286,BowCo,sell,8
1287,SwordCo,buy,1
1288,ShieldCo,buy,8
1289,BoarCo,buy,2
1290,PotionCo,sell,4
1291,BoarCo,buy,9
1292,SwordCo,buy,2
1293,HelmetCo,buy,3
1294,GameStart,buy,7
1295,RottenFishCo,buy,6
1296,BoarCo,buy,10
1297,GameStart,buy,10
1298,GameStart,sell,2
1299,HelmetCo,buy,6
1300,HelmetCo,sell,5
1301,BoarCo,buy,8
1302,GameStart,buy,9
1303,ShieldCo,sell,4
1304,SwordCo,buy,7
1305,PotionCo,buy,8
1306,BoarCo,buy,8
1307,BoarCo,buy,7
1308,RottenFishCo,sell,10
1309,SwordCo,buy,2
1310,RottenFishCo,sell,2
1311,RottenFishCo,sell,8
1312,GameStart,buy,1
1313,BoarCo,buy,8
1314,BoarCo,sell,5
1315,GameStart,sell,4
1316,BoarCo,buy,6
1317,ShieldCo,sell,1
1318,GameStart,buy,3
1319,BoarCo,buy,7
1320,BoarCo,buy,5
1321,GameStart,buy,2
1322,BoarCo,buy,2
1323,HelmetCo,buy,5
1324,ArrowCo,buy,6
1325,GameStart,sell,10
1326,SwordCo,sell,9
1327,PotionCo,sell,9
1328,BowCo,buy,7
1329,PotionCo,sell,9
1330,BoarCo,buy,7
1331,ShieldCo,buy,3
1332,BoarCo,sell,2
1333,BowCo,buy,10
1334,SwordCo,buy,8
1335,BowCo,buy,8
1336,GameStart,buy,6
1337,BoarCo,buy,1
1338,SwordCo,buy,1
1339,HelmetCo,sell,6
1340,ArrowCo,sell,9
1341,PotionCo,buy,1
1342,SwordCo,buy,4
1343,BowCo,buy,1
1344,BowCo,buy,1
1345,GameStart,sell,7
1346,BowCo,buy,7
1347,PotionCo,buy,6
1348,ArrowCo,sell,7
1349,PotionCo,sell,6
1350,HelmetCo,buy,9
1351,HelmetCo,sell,1
1352,BoarCo,buy,5
1353,ArrowCo,buy,4
1354,ShieldCo,buy,4
1355,BowCo,buy,6
1356,BowCo,sell,1
1357,BowCo,buy,10
1358,RottenFishCo,buy,4
1359,RottenFishCo,buy,8
1360,RottenFishCo,buy,1
1361,ArrowCo,buy,5
1362,GameStart,buy,5
1363,BowCo,buy,5
1364,BowCo,sell,8
1365,ArrowCo,buy,10
1366,RottenFishCo,buy,2
1367,SwordCo,buy,3
1368,SwordCo,sell,2
1369,ArrowCo,buy,4
1370,ArrowCo,sell,2
1371,BowCo,sell,9
1372,PotionCo,buy,8
1373,ArrowCo,sell,10
1374,RottenFishCo,sell,10
1375,BoarCo,buy,3
1376,BowCo,buy,7
1377,BowCo,buy,9
1378,GameStart,sell,5
1379,PotionCo,sell,3
1380,PotionCo,sell,9
1381,GameStart,buy,4
1382,ArrowCo,buy,10
1383,PotionCo,buy,4
1384,SwordCo,buy,6
1385,RottenFishCo,buy,8
1386,PotionCo,sell,8
1387,ArrowCo,buy,5
1388,ArrowCo,sell,9
1389,RottenFishCo,sell,5
1390,ArrowCo,sell,3
1391,RottenFishCo,sell,8
1392,ShieldCo,buy,7
1393,GameStart,sell,2
1394,BowCo,sell,7
1395,RottenFishCo,buy,9
1396,GameStart,buy,7
1397,HelmetCo,sell,10
1398,SwordCo,buy,4
1399,ShieldCo,buy,4
1400,RottenFishCo,buy,7
1401,ArrowCo,buy,10
1402,HelmetCo,sell,3
1403,HelmetCo,buy,3
1404,ArrowCo,sell,6
1405,ArrowCo,buy,9
1406,HelmetCo,sell,10
1407,BoarCo,sell,10
1408,HelmetCo,buy,3
1409,HelmetCo,sell,1
1410,ShieldCo,buy,2
1411,BoarCo,buy,10
1412,ArrowCo,sell,4
1413,RottenFishCo,buy,7
1414,SwordCo,buy,1
1415,GameStart,sell,1
1416,BowCo,buy,8
1417,ArrowCo,buy,4
1418,BowCo,sell,6
1419,BowCo,buy,8
1420,GameStart,buy,7
1421,RottenFishCo,buy,5
1422,SwordCo,sell,5
1423,BowCo,sell,8
1424,GameStart,sell,7
1425,ArrowCo,sell,8
1426,BoarCo,sell,2
1427,HelmetCo,buy,10
1428,RottenFishCo,buy,4
1429,ArrowCo,sell,10
1430,ShieldCo,sell,7
1431,BowCo,buy,4
1432,RottenFishCo,buy,7
1433,ShieldCo,sell,4
1434,ArrowCo,buy,4
1435,BoarCo,sell,6
1436,ArrowCo,buy,5
1437,BowCo,buy,5
1438,BowCo,sell,8
1439,ShieldCo,buy,7
1440,PotionCo,sell,8
1441,HelmetCo,sell,5
1442,SwordCo,buy,5
1443,ShieldCo,sell,3
1444,BowCo,buy,8
1445,SwordCo,sell,6
1446,ArrowCo,sell,9
1447,BowCo,sell,3
1448,HelmetCo,sell,5
1449,ShieldCo,buy,10
1450,BoarCo,buy,10
1451,HelmetCo,sell,3
1452,RottenFishCo,sell,6
1453,GameStart,buy,5
1454,GameStart,sell,10
1455,SwordCo,sell,6
1456,ShieldCo,buy,3
1457,HelmetCo,buy,7
1458,PotionCo,buy,7
1459,GameStart,sell,3
1460,HelmetCo,buy,3
1461,GameStart,buy,5
1462,ArrowCo,sell,8
1463,RottenFishCo,buy,4
1464,ShieldCo,buy,8
1465,SwordCo,sell,5
1466,ArrowCo,sell,6
1467,SwordCo,sell,10
1468,RottenFishCo,sell,10
1469,BowCo,buy,6
1470,HelmetCo,sell,3
1471,SwordCo,buy,2
1472,HelmetCo,buy,7
1473,RottenFishCo,buy,10
1474,BoarCo,buy,2
1475,GameStart,sell,6
1476,ShieldCo,buy,5
1477,HelmetCo,buy,7
1478,HelmetCo,buy,1
1479,BowCo,buy,5
1480,RottenFishCo,sell,6
1481,SwordCo,sell,3
1482,BowCo,buy,7
1483,SwordCo,buy,7
1484,SwordCo,buy,1
1485,RottenFishCo,sell,10
1486,ShieldCo,buy,1
1487,SwordCo,sell,8
1488,ShieldCo,sell,7
1489,SwordCo,buy,4
1490,GameStart,buy,1
1491,RottenFishCo,buy,8
1492,HelmetCo,sell,2
1493,HelmetCo,buy,7
1494,GameStart,sell,2
1495,GameStart,sell,3
1496,GameStart,sell,2
1497,PotionCo,buy,6
1498,HelmetCo,sell,8
1499,RottenFishCo,sell,2
1500,GameStart,buy,7
1501,ArrowCo,buy,4
1502,SwordCo,buy,9
1503,ShieldCo,buy,7
1504,SwordCo,sell,4
1505,ArrowCo,sell,10
1506,RottenFishCo,sell,1
1507,ArrowCo,buy,1
1508,BowCo,sell,5
1509,BowCo,buy,10
1510,PotionCo,sell,8
